,분류,키워드
108175,0,ᄉᄋᄃ ᄎᄉ ᄉᄉ
108176,0,ᄒᄌᄀ ᄎᄌᄅ ᄃᄋᄀ ᄆᄋ ᄋᄂᄌ
108177,0,ᄉᄇᄋᄀ ᄀᄂ ᄉᄀ
108179,0,ᄋᄉᄂ ᄀᄉᄒᄀ ᄋᄋ ᄇᄅᄀ ᄒᄀ
108180,0,ᄒᄀᄋᄉ ᄋ ᄆᄋᄃ ᄃ ᄀᄉᄒᄀ
108182,0,ᄃᄋᄌ ᄐᄋᄋ ᄎᄀᄋ ᄉ ᄆᄉᄀ ᄋᄌ ᄎᄀᄒᄀ
108183,0,ᄀᄉᄌ ᄆᄋ ᄋᄋᄂᄌ
108185,0,ᄌᄀ ᄉᄂ ᄀᄌᄒ ᄌᄃ
108186,0,ᄃᄉᄀᄃᄋ ᄇᄅᄂ ᄌᄌᄀ
108187,0,ᄃᄋᄋᄐ ᄀᄅ ᄆᄋ ᄉᄉᄋᄇ
108189,0,ᄀᄉ ᄇ ᄉᄉᄀ ᄋᄃᄀ ᄏᄀ
108190,0,ᄀᄋᄋ ᄌᄃᄌ ᄋᄎ ᄉᄀ
108192,0,ᄆᄋᄃ ᄃᄂᄌ
108194,0,ᄉᄒᄋᄀ ᄋᄇ ᄂᄅ ᄋᄀ ᄁᄂᄌ
108195,0,ᄇᄉ ᄌᄋ ᄁᄌᄋᄂᄌ
108196,0,ᄌᄀ ᄂᄌᄅᄃ ᄉᄃ
108197,0,ᄋᄇᄃ ᄊ ᄌᄀ ᄋ
108199,0,ᄋᄂᄇ ᄎᄃᄇᄀ ᄋᄇ
108200,0,ᄋᄒ ᄋᄇ ᄉᄒᄀ ᄇᄉᄒ ᄒᄅ
108201,0,ᄇᄌ ᄋᄀ
108202,0,ᄎᄂ ᄉᄌᄃᄌᄉ
108203,0,ᄌᄋᄇᄋ ᄇᄅᄃ ᄐᄀ
108204,0,ᄋᄌ ᄐᄑ ᄌᄋᄇ ᄒᄌ ᄌᄋ
108205,0,ᄁᄊᄋᄇ ᄁᄀ ᄌᄀᄌ
108206,0,ᄋᄂ ᄌᄉᄋᄇ ᄄᄇ ᄋᄉ
108207,0,ᄋᄌ ᄇᄂ ᄆᄋ ᄉᄉᄌᄀ ᄒᄋᄒᄂᄌ
108208,0,ᄀᄀᄆᄋ ᄆᄃ ᄌᄋᄂᄌ
108209,0,ᄃᄉᄃ ᄌᄋ ᄋ ᄆᄋ ᄀᄉᄒᄀ
108210,0,ᄋᄌ ᄋᄌᄋ ᄋ ᄆᄋ ᄒᄋᄂᄋ ᄆᄋᄒᄋ ᄂᄀ
108211,0,ᄋᄌᄇ ᄆᄋ ᄋᄂᄌ
108212,0,ᄌᄂ ᄌᄆ ᄎᄋᄂᄌ
108214,0,ᄇᄌᄌ ᄌᄒ ᄀᄉ
108216,0,ᄂᄌᄀ ᄃᄒᄂᄌ
108217,0,ᄃᄋᄃ ᄋᄋ ᄋᄆ ᄒᄀᄌᄎ ᄋᄌ ᄎᄀᄒᄀ
108218,0,ᄃᄋᄀᄉ ᄌᄉᄒᄃᄀᄆ ᄆᄊᄃᄅᄀ
108221,0,ᄒᄉ ᄒᄉ ᄉᄏᄌ ᄂ ᄉᄏᄌᄅᄋ ᄃᄀᄒ ᄉᄏᄀ
108222,0,ᄀᄀᄌ ᄂ ᄌᄅ ᄇᄋᄒᄌ ᄋᄀ
108223,0,ᄆᄋ ᄊᄀᄅ ᄃᄋᄀᄀ
108224,0,ᄋᄃᄏ ᄇᄉ ᄎᄂᄅ ᄃᄅᄀ
108225,0,ᄋᄂ ᄃᄉᄍ ᄆᄋᄌᄉ ᄋᄇ
108226,0,ᄒᄃ ᄌᄋ ᄇᄋ ᄋᄆᄋ ᄋᄌᄃ ᄋᄂᄌ
108227,0,ᄇᄉᄉ ᄌᄋᄅ ᄌᄎᄀᄀ ᄋᄎ
108228,0,ᄋᄇᄌ ᄆᄅ ᄋᄋ ᄋᄌᄒ ᄋᄎ
108229,0,ᄃᄌ ᄃᄀᄆᄋ ᄂᄍ
108230,0,ᄀᄀ ᄌᄀ ᄋᄒ ᄌᄂᄌ
108231,0,ᄌᄂ ᄏᄅᄉᄆᄉᄋ ᄀᄃ ᄅᄉᄐᄅ ᄋᄎ
108232,0,ᄂᄋ ᄀᄋ ᄋᄒᄇᄂ ᄉᄅ ᄇᄒ
108233,0,ᄋᄇᄌ ᄒᄋᄋ ᄋᄀᄀᄆ ᄋᄌ ᄋᄇ
108234,0,ᄀᄇᄅ ᄋᄅ ᄀᄇ ᄀᄂᄒ ᄀ
108235,0,ᄋᄈ ᄀᄃ ᄒᄀ ᄀᄀ
108236,0,ᄌᄋ ᄎᄀ ᄋ ᄆᄋ ᄒᄉᄅ ᄌᄃᄒᄀ
108237,0,ᄃᄋᄌ ᄌᄆ ᄃᄀ ᄂᄊ
108238,0,ᄅᄇ ᄎᄉᄀ ᄃᄅᄂᄀ
108239,0,ᄂᄋ ᄋᄒᄉ ᄉᄌ ᄃᄅᄀ ᄋᄌ ᄎᄀᄒᄀ
108240,0,ᄋᄑᄀ ᄂᄅᄒᄀ ᄋᄋᄀᄆ ᄃᄀ ᄂᄀ
108241,0,ᄑᄅ ᄀᄇ ᄋᄉ ᄉᄀ
108242,0,ᄇᄉᄆ ᄒᄁ ᄃᄂᄋᄀ
108243,0,ᄋᄀᄋ ᄋᄂ ᄆᄋ ᄆᄃ ᄌᄌᄒᄀ
108244,0,ᄋᄉ ᄏᄅᄆᄐ ᄌᄃ ᄃ ᄀᄀ
108245,0,ᄃᄉᄅ ᄊᄋᄋᄆ ᄋᄃ ᄉᄋ ᄉᄇᄉᄉ ᄒᄋᄉ ᄇᄀ
108246,0,ᄉᄋᄃ ᄋ ᄋᄃ ᄌᄆᄌ
108248,0,ᄋᄂ ᄌᄋ ᄉᄋᄒ ᄉᄀ
108249,0,ᄋᄇ ᄉᄐᄃ ᄂᄋᄐ ᄆᄃᄅ ᄒᄀ
108250,0,ᄆᄅᄋᄒᄉᄉᄒ ᄀᄅᄒᄀ
108251,0,ᄃᄋᄌ ᄋᄋᄋ ᄋᄒ ᄋᄌ ᄎᄀᄒᄀ
108252,0,ᄋᄇᄋᄉ ᄐ ᄋᄎ
108253,0,ᄋᄉᄇᄀᄒ ᄋᄆᄋ ᄉ
108254,0,ᄃᄋ ᄃ ᄒᄀ ᄌᄉ ᄌᄌᄃᄅ ᄇᄁᄀ
108255,0,ᄉᄌᄃ ᄆᄋ ᄇᄀᄒᄀ
108256,0,ᄋᄂ ᄌᄂ ᄋᄉ ᄋᄃ ᄉᄅ ᄇᄁᄀ
108257,0,ᄐᄋᄋ ᄒ ᄆᄆ ᄃᄀ ᄌᄋ ᄋᄑᄒᄀ
108258,0,ᄒᄌ ᄀᄇ ᄀᄉᄃᄅ ᄉᄐ ᄉᄒ
108260,0,ᄀᄋᄋᄋ ᄋᄆᄀᄋ ᄀᄀ
108261,0,ᄋᄇ ᄋᄀ ᄀᄅ ᄂᄉ
108263,0,ᄋᄇᄌ ᄋᄆᄇᄑ ᄌᄉ
108264,0,ᄋᄇ ᄌᄆ ᄆᄎᄂ ᄂ
108265,0,ᄀᄌ ᄆᄋ ᄆᄋ ᄋ ᄌᄉ
108266,0,ᄃᄋ ᄌ ᄉᄋᄉᄀ ᄏᄑᄐᄋ ᄇᄑᄅᄌᄐ ᄌᄇᄒᄀ
108268,0,ᄋᄂ ᄌᄂᄋᄉ ᄌᄉ
108270,0,ᄋᄂ ᄂ ᄋᄂ ᄌᄋ
108271,0,ᄒᄂᄃᄀ ᄌᄎᄉᄒ
108272,0,ᄌ ᄃ ᄀᄌ
108273,0,ᄂᄋ ᄋᄌ ᄋᄀᄆᄋ ᄉᄀ
108274,0,ᄒᄋ ᄃᄋᄀ ᄆᄋ ᄎᄀ
108275,0,ᄋᄇᄌ ᄇᄋᄂ ᄀᄀ
108276,0,ᄋᄂ ᄋᄏᄉ ᄀᄅ ᄆᄋ ᄋᄇ
108278,0,ᄑᄅᄐ ᄌᄋ ᄏᄀ
108279,0,ᄃᄋᄉ ᄒᄋᄃᄅᄋᄀ ᄌᄋ ᄏᄀ
108280,0,ᄋᄂ ᄋᄌ ᄒᄉ ᄎᄀᄆᄂᄌ ᄋᄌ ᄎᄀᄒᄀ
108282,0,ᄀᄋ ᄉᄉ ᄉᄃ ᄃᄐ ᄀᄉ
108283,0,ᄋᄇᄌ ᄋᄋᄋ ᄋᄌ ᄋᄇ
108285,0,ᄋᄅᄂᄅ ᄎ ᄌᄉᄉᄌ ᄀᄆ
108287,0,ᄋᄇᄃ ᄉᄆᄂ ᄌᄉ ᄉᄏᄌ
108288,0,ᄌᄋᄒᄀ ᄋᄀ
108289,0,ᄋᄂ ᄋᄌᄎᄀ ᄆᄂᄂ ᄉᄀ
108292,0,ᄎᄇᄍ ᄎᄇᄑᄋᄆ ᄌᄌᄒᄀ
108294,0,ᄋᄋᄋ ᄋ ᄆᄋ ᄆᄃ ᄒᄉᄅ ᄌᄃᄒᄀ
108296,0,ᄀᄉᄂᄋ ᄂᄀ ᄋᄌ ᄇᄂ ᄋᄆᄋ ᄒᄋᄒᄂᄌ
108299,0,ᄋᄃ ᄋᄏᄋ ᄇᄒ ᄋᄇ
108301,0,ᄌᄎ ᄆᄋ ᄉ
108302,0,ᄃᄌᄁᄌ ᄌᄎ ᄀᄀ ᄋᄇ
108303,0,ᄋᄌ ᄒᄀᄉᄋ ᄇᄂ ᄆᄋ ᄃᄌ ᄋᄇ
108305,0,ᄂᄋ ᄀᄌ ᄋᄇ
108306,0,ᄋᄂ ᄋ ᄆᄋᄆ ᄂᄀᄀ ᄌᄇ ᄌᄋᄀ
108307,0,ᄂᄋ ᄋᄎᄀᄒ ᄇᄋᄂᄌ
108308,0,ᄉ ᄒᄀᄋᄃ ᄀᄀ
108309,0,ᄇᄉ ᄀᄅᄆ ᄀᄉᄃᄅᄇᄃ ᄀᄎ ᄐᄀ
108310,0,ᄀᄌ ᄎᄀ ᄇᄋ ᄂᄍ
108311,0,ᄇᄒᄉᄀ ᄇᄂ ᄆᄋ ᄋᄀ
108313,0,ᄃᄋᄌ ᄉᄋᄋ ᄆᄋ ᄎᄉᄒᄀ
108315,0,ᄇᄋ ᄀᄉ ᄋᄅᄋᄂᄌ
108316,0,ᄋᄇᄌ ᄆᄀ ᄌᄋ ᄂᄊ
108317,0,ᄋᄌ ᄇᄂ ᄆᄋ ᄉᄃᄇᄋ ᄋᄋᄂᄌ
108319,0,ᄀᄉ ᄉᄑᄀ ᄒᄉᄀ ᄎᄎᄋᄋᄒᄀ
108323,0,ᄋᄅᄀ ᄉᄋᄉᄀᄋ ᄌᄂ ᄋᄋ
108325,0,ᄌᄀᄁᄌ ᄂᄅ ᄇ ᄀᄉᄅ
108327,0,ᄉᄂ ᄇ ᄃ ᄁᄀ
108328,0,ᄃᄎ ᄇᄀ ᄌᄋ ᄋᄒ
108329,0,ᄂᄋ ᄌᄋ ᄋᄋ ᄆᄋ ᄇᄂᄀ
108330,0,ᄌᄆᄋ ᄋᄏᄉᄋ ᄃᄋᄀᄂ ᄆᄋ ᄀᄉᄒᄀ
108332,0,ᄎᄋ ᄉᄉᄋ ᄒᄀᄋᄌ ᄇᄉᄋᄅ ᄌᄌᄒᄀ
108333,0,ᄉᄋ ᄎᄋ ᄀ ᄀᄉᄃᄅ ᄉᄒ
108334,0,ᄋᄒᄀᄂ ᄂ ᄇ ᄋᄂᄌ
108336,0,ᄋᄋᄒᄌ ᄋᄀ
108337,0,ᄋᄂ ᄋ ᄆᄋ ᄌ ᄆᄀᄋᄉ ᄋ ᄋᄆᄋ
108340,0,ᄃᄉᄀ ᄃ ᄐᄁ ᄐᄇ ᄉᄂᄀ ᄋᄌ ᄋᄀ ᄋᄅ ᄎᄀᄒᄀ
108341,0,ᄋᄇ ᄌᄆ ᄁᄂᄂ ᄉᄀ
108342,0,ᄎᄇ ᄋ ᄒᄂ ᄋᄋ
108343,0,ᄉᄋᄃ ᄏᄂᄃ ᄋᄒ ᄋᄌ
108344,0,ᄋᄈᄒᄐ ᄆᄋ ᄋᄆ ᄋᄅᄀ
108345,0,ᄋᄒ ᄃᄋ ᄃᄋᄀ ᄋᄌ
108348,0,ᄇᄃᄀᄋᄉ ᄒᄉᄋᄒᄀ
108350,0,ᄃᄋ ᄌ ᄌ ᄀᄌ ᄉᄋᄒ ᄂ
108351,0,ᄒᄑᄀ ᄌᄋ ᄏᄀ
108353,0,ᄌᄉᄐᄌ ᄒᄀ ᄌᄋ ᄋᄉ ᄇᄅᄀ
108354,0,ᄌᄋ ᄌᄀ ᄎᄃᄒᄀ
108355,0,ᄀᄉᄂᄒᄐ ᄋ ᄆᄋ ᄆᄃ ᄌᄋᄀ
108357,0,ᄋᄂ ᄀᄌᄉ ᄉᄇᄀᄌ ᄂᄂ ᄋᄆᄋ ᄋᄇ
108358,0,ᄋᄎ ᄉᄂ ᄋᄅ ᄋᄃᄏ ᄋᄉ ᄐ ᄀᄉ ᄂᄋ
108359,0,ᄇᄅ ᄃᄌᄒᄋ ᄒᄂ ᄆᄋ ᄋᄂᄌ
108360,0,ᄂᄌᄀ ᄉᄉ ᄋᄇ
108361,0,ᄋᄋᄂᄅᄋ ᄀᄎ ᄋᄎᄀ ᄋᄎ
108362,0,ᄋᄇᄌ ᄐᄋᄋ ᄀᄂ ᄏᄑ
108363,0,ᄃᄅ ᄃᄒ ᄒᄀᄒᄆ ᄀ ᄀ
108364,0,ᄆᄃᄆᄋᄋ ᄉᄌᄒᄀ
108365,0,ᄋᄇ ᄉᄋ ᄎᄃ ᄌᄉᄅ
108366,0,ᄂᄋ ᄀᄅᄉ ᄂᄊ ᄆᄋᄌ
108367,0,ᄂᄋᄇ ᄆᄋᄅ ᄀᄌ ᄌᄒᄒᄀ
108368,0,ᄆᄉᄎᄉᄀ ᄎᄌ ᄃ ᄃᄂᄌ
108369,0,ᄑᄆᄂᄒ ᄉ ᄇ ᄋᄉ ᄀᄌ ᄋᄀ
108370,0,ᄂᄋᄋᄎ ᄇ ᄋᄂᄌ
108371,0,ᄆᄒᄂ ᄀᄋ ᄋᄌᄒ ᄆᄋᄌ
108373,0,ᄇᄆᄂ ᄋᄂᄒᄉᄌ
108374,0,ᄋᄇ ᄏᄐ ᄃᄒᄂᄌ
108378,0,ᄒᄌ ᄒᄉ ᄌᄋᄇ ᄂᄅᄌ ᄌᄋ
108380,0,ᄀᄀ ᄆᄋᄋ ᄋᄆ ᄋᄅᄀ
108382,0,ᄂᄋ ᄉᄀᄅᄉ ᄑᄋᄒᄌ
108386,0,ᄌᄇᄃ ᄇᄋ ᄒᄉ
108387,0,ᄉᄋᄋ ᄋᄌᄋᄋᄋ ᄋᄉ ᄒᄅ ᄌᄋ ᄋᄌᄋᄋᄀ ᄆᄌᄇᄂᄀ
108388,0,ᄇᄏ ᄀᄅ ᄀᄉ ᄋᄇ
108389,0,ᄌᄌᄂᄍ ᄆᄇᄃ ᄑᄅᄀᄇ
108390,0,ᄋᄌ ᄋᄋ ᄒᄉᄆᄋ ᄉᄌᄒᄀ
108391,0,ᄉᄉᄀ ᄎᄇᄒ ᄂ ᄄᄁᄌ ᄌᄀᄇᄋᄒᄀ
108392,0,ᄆᄉᄌ ᄀᄀ ᄌᄋ ᄏᄀ ᄋᄋᄉᄐᄅ ᄆᄃᄀ
108393,0,ᄋᄇᄌ ᄆᄉᄆᄌ ᄂᄃ ᄌᄋ ᄂ
108394,0,ᄆᄋᄋᄆ ᄀᄂᄌ
108395,0,ᄂᄎᄒᄌ ᄋᄀ
108396,0,ᄋᄉ ᄌᄌ ᄍ ᄐᄌ ᄌᄋᄌ
108397,0,ᄋᄌᄋ ᄋᄋ ᄀᄀ ᄋᄂᄌ
108398,0,ᄉᄑᄒᄀ
108399,0,ᄉᄂᄋ ᄎᄌ ᄒᄐ
108401,0,ᄂᄋ ᄉᄏᄌᄋ ᄋᄃ ᄀ ᄆᄅᄅ ᄆᄅᄀ
108402,0,ᄀᄉᄎ ᄌ ᄋ ᄆᄀ ᄅᄃᄋ ᄐᄀ
108404,0,ᄌᄋᄃᄋ ᄇᄃᄆ
108405,0,ᄂᄋ ᄌᄌᄀ ᄎᄉ ᄋᄇ
108407,0,ᄋᄇ ᄀᄌᄒᄀ ᄉᄋ ᄀᄉ
108408,0,ᄋᄌ ᄇ ᄀᄉᄅ
108409,0,ᄋᄌ ᄋ ᄆᄋ ᄆᄃ ᄋᄋ ᄉᄐᄋᄌ
108410,0,ᄋᄂ ᄌᄉ ᄋᄉ ᄎᄉ ᄋᄇ
108411,0,ᄂᄋ ᄐᄑ ᄋᄒ ᄉᄉ
108412,0,ᄉᄑ ᄎᄅᄃ ᄆᄋ ᄃ ᄉᄌᄃᄂᄌ
108413,0,ᄃᄋ ᄌ ᄌᄀᄎᄀᄒ ᄌᄉ
108414,0,ᄋᄂ ᄇᄅ ᄇᄂᄌ
108415,0,ᄋᄇᄌ ᄆᄐ ᄋᄅ ᄋᄌ ᄋᄀᄉ ᄇᄀ ᄋᄇ
108417,0,ᄉᄃᄋᄇᄒᄌ ᄋᄀ
108418,0,ᄀᄋ ᄒᄉ ᄋᄆ ᄋᄇ
108419,0,ᄌᄀ ᄋᄂ ᄂᄋ ᄊᄋᄌ ᄂᄋᄌ
108420,0,ᄇᄉᄌᄋ ᄂᄌ ᄌᄉᄅ
108421,0,ᄌᄂ ᄑᄋ ᄃᄍᄌ ᄇᄐᄂ ᄒᄋᄋ ᄇ ᄋᄂᄌ
108422,0,ᄋᄂ ᄇᄋ ᄇᄉᄎᄉᄆᄋ ᄋᄂᄌ
108424,0,ᄆᄋᄋ ᄋᄒ ᄂᄉᄋ ᄋᄈᄒᄐ ᄆᄋ ᄋᄂᄌ
108425,0,ᄋᄂ ᄋ ᄆᄋ ᄎᄃᄒᄀ
108426,0,ᄃᄀᄅ ᄉᄆᄋᄒ ᄒ ᄌ ᄋᄋᄒᄀ
108427,0,ᄋᄂ ᄋᄋᄀᄉ ᄉᄋ ᄋᄇ
108428,0,ᄋᄋᄏ ᄉᄑᄃᄅ ᄏᄀ
108429,0,ᄋᄉᄃᄌ ᄋᄋ ᄆᄃ ᄆᄋ ᄆᄅ ᄋᄀ
108430,0,ᄇᄌᄂᄋ ᄉᄑ ᄎᄃ ᄆᄅᄋ ᄎᄀᄒᄀ
108431,0,ᄋᄇᄃ ᄇ ᄋ ᄒᄉ
108432,0,ᄑᄅᄒᄇᄌ ᄆᄋ ᄆᄌ ᄋᄀ
108433,0,ᄃᄋᄌ ᄋᄋᄋ ᄂ ᄇ ᄋᄂᄌ
108436,0,ᄃᄋᄅ ᄎᄇᄑᄋᄇᄐ ᄃᄋᄅᄃ ᄀᄀᄁᄌ ᄃᄅᄀᄒᄀ
108438,0,ᄂᄋ ᄋᄒ ᄂᄉ ᄋᄀ ᄇᄀᄅ ᄃᄋ ᄋᄂᄌ
108439,0,ᄋᄂ ᄇᄋ ᄆᄋ ᄃ ᄇᄀᄎᄅᄒᄀ
108440,0,ᄀᄀᄉᄇᄐ ᄃᄅᄀ
108441,0,ᄌᄂ ᄉᄋᄋ ᄇ ᄋᄂᄌ
108442,0,ᄏᄋᄐᄋᄉ ᄋ ᄋᄆᄋ ᄌᄇ ᄀᄉᄒᄀ
108443,0,ᄋᄂ ᄋᄀᄉᄋ ᄉᄅᄃ ᄂᄋᄂᄌ
108444,0,ᄋᄂ ᄋᄉ ᄎᄀᄋᄒᄂᄌ
108447,0,ᄎᄀ ᄉᄉᄋ ᄆᄋ ᄃᄀᄒ ᄋᄇ
108448,0,ᄆᄅ ᄋᄒ ᄀᄂᄋ ᄆᄂᄌ
108450,0,ᄋᄅᄌ ᄋᄋᄌ
108452,0,ᄂᄌᄀ ᄋᄋ ᄃ ᄋᄆ ᄋᄅᄀ
108453,0,ᄋᄇ ᄇᄋᄅ ᄋᄃ ᄂᄎᄀ
108455,0,ᄉᄒᄅ ᄉᄆ ᄋᄃ
108456,0,ᄐᄋ ᄉᄒᄁᄌ ᄂᄋ ᄀᄀ
108457,0,ᄎᄌᄀ ᄌᄀᄃ ᄀᄋᄋᄌ
108460,0,ᄉᄉᄅ ᄌ ᄋᄋᄇᄀ ᄋᄋᄒᄀ
108463,0,ᄆᄋ ᄇᄂ ᄉᄅᄃ ᄋᄉᄆ ᄆᄂᄌ
108464,0,ᄀᄉ ᄉᄑᄀ ᄆᄑ ᄆᄃ ᄉᄌᄒᄀ
108466,0,ᄋᄂ ᄋᄀᄉᄋ ᄆᄂᄀᄅ ᄒ ᄉᄅ
108467,0,ᄌᄂᄄ ᄇᄆᄒ ᄇᄉ
108468,0,ᄇ ᄑᄋᄌ ᄋᄉ ᄆᄋᄃ ᄉᄌᄒᄀ
108470,0,ᄋᄉ ᄀᄀ
108471,0,ᄋᄇᄌ ᄐᄋᄋ ᄋᄎ ᄋᄒᄉᄋ ᄒᄉᄋ ᄋᄋ ᄆᄋ ᄇᄂᄀ
108472,0,ᄀᄎᄌᄋᄅ ᄋᄃᄒᄀ
108473,0,ᄌᄆ ᄇᄀ ᄌᄀᄆ ᄂᄋᄀ
108474,0,ᄋᄒ ᄋᄒᄉ ᄌᄋ ᄆᄃ ᄇ ᄁᄀ
108480,0,ᄒᄉᄋᄉ ᄋ ᄆᄋ ᄎᄀ
108481,0,ᄋᄇ ᄎᄋ ᄌᄉ ᄇᄃᄋᄋᄋᄅᄀ ᄌᄀ
108483,0,ᄌᄐᄏ ᄇᄇ
108484,0,ᄋᄇ ᄃ ᄋᄌᄃ
108485,0,ᄌᄀ ᄇᄂ ᄆᄋ ᄉᄑᄆᄅ ᄑᄒ ᄋᄇ
108486,0,ᄀᄉ ᄇ ᄁᄋᄂᄌ
108487,0,ᄂᄋ ᄋᄉ ᄎᄉ ᄀᄎᄋᄌ
108488,0,ᄌᄇ ᄌᄉ ᄒᄂ ᄉᄅ ᄋᄇ
108489,0,ᄌᄋ ᄑᄉ ᄆᄋ ᄌ ᄋ ᄋᄋ ᄀ ᄋᄂᄌ
108490,0,ᄉᄋᄉ ᄂᄋᄋᄐ ᄇᄀᄅ ᄒ ᄂᄍ
108491,0,ᄃᄋᄌ ᄌ ᄋᄂ ᄋᄌ
108492,0,ᄋᄆᄋ ᄌᄉᄅ ᄀᄉᄂ ᄑᄒ ᄋᄇ
108493,0,ᄌᄋᄇ ᄉᄐᄃ ᄌᄆ ᄏᄀ
108494,0,ᄋᄇ ᄌ ᄋᄋᄋ ᄇᄆᄒ ᄋᄋᄋ ᄋᄅ
108497,0,ᄋᄉᄋᄂᄋᄉ ᄆᄋ ᄋᄂᄌ
108498,0,ᄋᄒ ᄂᄉ ᄅᄇᄎᄉᄀ ᄌᄃᄉᄏᄀ
108499,0,ᄂ ᄉᄋ ᄋᄉ ᄌᄉ
108500,0,ᄋᄇ ᄃ ᄆᄌᄆ ᄌ ᄋᄋᄋ ᄀᄀ ᄎᄀᄒᄀ
108501,0,ᄋᄋᄋᄋ ᄋ ᄆᄋ ᄋᄆᄋᄀ ᄌᄃᄒᄀ
108502,0,ᄋᄎᄀᄒᄉ ᄇᄂᄌᄀ
108503,0,ᄋᄂ ᄋ ᄆᄋ ᄉᄀ
108505,0,ᄃᄀᄎᄌ ᄋᄀ
108506,0,ᄋᄂ ᄋᄉᄉᄁᄌᄂ ᄌᄒᄋᄆ ᄇᄌᄌᄋᄅᄀ ᄒᄀ
108507,0,ᄉᄌ ᄌᄋ ᄋ ᄆᄋ ᄀᄉᄒᄀ
108508,0,ᄉᄂᄋᄃ ᄋᄉᄋᄃ ᄋᄒᄅ ᄂᄅᄀᄆ ᄋᄋᄏ ᄏᄀ
108509,0,ᄀᄉᄂ ᄆᄋ ᄋᄆ ᄑᄉᄅ ᄋᄅᄀ
108512,0,ᄋᄐᄂ ᄀᄅ ᄉ ᄉᄀ ᄌᄋᄒᄀ
108513,0,ᄃᄋᄌ ᄆᄋᄋ ᄌᄂᄋᄉ ᄉᄌᄒᄀ
108514,0,ᄋᄋ ᄋᄋ
108516,0,ᄌᄌᄋ ᄋᄎ
108517,0,ᄋᄆᄀ ᄇᄂ ᄆᄋ ᄀᄌᄆᄋᄒᄋᄅ ᄋᄀᄀ
108518,0,ᄐᄑ ᄃᄇ ᄌᄒᄀ
108519,0,ᄋᄃ ᄌᄀ ᄒᄂ ᄀ
108520,0,ᄂᄋ ᄀᄉᄉᄀ ᄋᄌ ᄋᄉᄉ ᄉᄌ ᄋᄇ
108522,0,ᄌᄇ ᄒᄑᄀᄂ ᄏᄀ
108523,0,ᄂᄋ ᄃᄉᄉ ᄆᄋᄇᄂᄀ ᄋᄌ ᄌᄋᄑᄉᄒᄉ ᄎᄀᄒᄀ
108524,0,ᄋᄂ ᄇ ᄎᄀ ᄆᄋ ᄉᄀ
108525,0,ᄂᄀ ᄊ ᄆᄋᄒ ᄑᄌ ᄋᄇ
108526,0,ᄋᄂ ᄋᄋᄑᄋ ᄋᄂ ᄆᄋ ᄌᄋᄑᄉ ᄋᄇ
108527,0,ᄃᄋᄌ ᄉᄋᄋ ᄀᄋ ᄌᄉ
108528,0,ᄌᄋ ᄑᄌᄒ ᄋᄌᄉᄌᄒᄀ
108529,0,ᄋ ᄇ ᄀᄃ ᄌᄎ ᄉᄒ ᄇᄋᄌᄀ
108530,0,ᄌᄌᄒᄀ ᄒᄌ ᄋᄀ
108531,0,ᄆᄅ ᄋᄌ
108533,0,ᄌᄉ ᄌᄏᄀ
108535,0,ᄆᄃ ᄇ ᄉᄃᄒᄀ
108536,0,ᄂᄋ ᄇᄆ ᄇᄃᄉ ᄋᄋᄌᄐ ᄋᄅᄎ
108537,0,ᄋᄂ ᄒᄀᄋᄉ ᄋ ᄋᄆᄋ ᄋᄂᄌ
108538,0,ᄂᄋ ᄋᄒ ᄃᄉᄋ ᄋᄌ ᄌᄉᄒᄂᄋ ᄆᄋ ᄇᄉᄒᄀ
108539,0,ᄂᄋ ᄎᄀᄀᄀ ᄋᄌ ᄋᄌ ᄉᄉᄋᄌ
108540,0,ᄋᄌ ᄋ ᄋᄆᄋᄌᄋ ᄋᄇᄊᄋᄉ ᄋ ᄋᄆᄋ ᄎᄀ
108541,0,ᄉᄒ ᄌᄉ ᄋᄇᄒᄋ ᄒᄌ ᄋᄀ
108542,0,ᄂᄋ ᄋᄒ ᄀᄃᄒᄀ ᄃᄎᄆᄋ ᄋᄌ ᄎᄀᄒᄀ
108543,0,ᄂᄋ ᄎᄀᄅ ᄋᄒᄇᄀ ᄋᄉ ᄎᄉᄒᄀ
108544,0,ᄂᄀ ᄊ ᄆᄋᄋ ᄋᄋᄅ ᄇᄋᄒᄀ
108545,0,ᄋᄌᄋ ᄒᄃᄇ ᄋᄉᄋᄂ ᄆᄒᄉᄒ ᄀᄋ ᄌᄀᄀ
108546,0,ᄂᄋ ᄋᄉ ᄉᄏᄌ ᄋᄇ
108547,0,ᄎᄀᄋ ᄌᄃᄎ ᄉᄇᄋᄒ ᄀᄂ ᄌᄃᄉᄏᄀ
108549,0,ᄇᄅᄃ ᄌᄉᄀ ᄐᄀ
108550,0,ᄑᄉᄏ ᄀᄒ ᄀᄉ
108552,0,ᄆᄂᄃᄉ ᄎᄃᄒᄀ ᄌᄋᄉ
108553,0,ᄀᄋ ᄋᄉᄉᄋ ᄉᄀᄀ ᄉᄌᄒᄂ ᄎᄀᄒᄀ
108555,0,ᄎᄀ ᄇᄋ ᄆᄋ ᄇᄂ ᄉᄅ
108556,0,ᄂᄇ ᄉᄐᄃ ᄏᄌᄋᄂᄌ
108557,0,ᄌᄋ ᄌᄉ ᄉᄉ ᄌᄀᄀ ᄇᄋᄒᄀ
